Name,Ticker,Morningstar Sustainability Rating,Yield (%),Morningstar Category,Portfolio Sustainability Score,Portfolio Environmental Score,Portfolio Social Score,Portfolio Governance Score,Sustainable Investment by Prospectus,Sustainable Investment - ESG Fund,Sustainable Investment - Impact Fund,Sustainable Investment - Environmental Sector Fund,Animal Testing,% Alcohol,% Fossil Fuels,% Small Arms,% Thermal Coal,% Tobacco,YTD Return (%),1 Year Annualized (%),3 Years Annualized (%),5 Years Annualized (%),10 Years Annualized (%),Fund Size (Mil),Equity StyleBox,Fixed Income StyleBox,Average Market Cap (Mil),Average Credit Quality
Franklin K2 Alternative Strategies R6,FASRX,4,0,Multialternative,24.58,3.5,8.01,5.45,No,No,No,No,0,0.44,5.66,0.04,1.81,0.08,3.41,9.58,5.44,4.81,11.19,1391.73,Large Growth,,32945.33,AA
Franklin LifeSmart��������������������������� 20,FLSHX,4,1.53,Target Date,21.79,4.1,9.63,7.5,No,No,No,No,0,0.54,6.75,1.15,0.76,0.87,14.69,30,15.15,12.57,11.19,44.64,Large Core,,93588.29,AA
Franklin LifeSmart��������������������������� 2,FLREX,4,1.57,Target Date,21.79,4.1,9.63,7.5,No,No,No,No,0,0.54,6.75,1.15,0.76,0.87,14.69,30.08,15.23,12.64,11.19,44.64,Large Core,,93588.29,AA
Franklin LifeSmart��������������������������� 2,FMLTX,4,1.36,Target Date,21.73,4.12,9.61,7.55,No,No,No,No,0,0.56,6.77,1.18,0.68,0.88,15.67,32.16,15.97,13.1,10.15,89.65,Large Core,,92579.87,AA
Franklin LifeSmart��������������������������� 2,FRLEX,4,1.43,Target Date,21.71,4.14,9.58,7.57,No,No,No,No,0,0.56,6.81,1.19,0.66,0.87,15.99,33,16.2,13.23,10.15,37.06,Large Core,,91466.51,AA
Franklin Moderate Allocation A,FMTIX,3,1.16,Moderate Allocation,21.94,3.96,9.8,7.33,No,No,No,No,0,0.48,6.34,1.06,0.9,0.81,10.94,21.49,12.07,10.17,7.78,2149.68,Large Core,,106089.24,AA
Franklin Moderate Allocation Advisor,FMTZX,3,1.39,Moderate Allocation,21.94,3.96,9.8,7.33,No,No,No,No,0,0.48,6.34,1.06,0.9,0.81,11.12,21.76,12.34,10.45,8.06,2149.68,Large Core,,106089.24,AA
Franklin Moderate Allocation R,FTMRX,3,0.92,Moderate Allocation,21.94,3.96,9.8,7.33,No,No,No,No,0,0.48,6.34,1.06,0.9,0.81,10.63,21.16,11.77,9.89,7.51,2149.68,Large Core,,106089.24,AA
Franklin Multi-Asset Defensive Growth A,SBCPX,3,2.34,Cautious Allocation,23.73,3.87,9.96,6.99,No,No,No,No,0,0.37,6.55,0.54,0.75,0.65,4.97,12.27,8.76,6.7,6.1,136.54,Large Core,Low Moderate,60699.99,BB
Franklin Multi-Asset Defensive Growth I,LMGIX,3,2.61,Cautious Allocation,23.73,3.87,9.96,6.99,No,No,No,No,0,0.37,6.55,0.54,0.75,0.65,5.19,12.61,9.1,7.03,6.36,136.54,Large Core,Low Moderate,60699.99,BB
Franklin Multi-Asset Moderate Growth I,LLAIX,3,1.29,Aggressive Allocation,23.19,4.03,9,6.89,No,No,No,No,0,0.36,7.23,0.92,1.03,0.96,13.23,28.52,12.38,10.68,9.42,530.57,Large Core,Low Moderate,45740.1,BB
Franklin Mutual Beacon C,TEMEX,4,2,Global Equity Large Cap,20.54,2.54,9.8,8.21,No,No,No,No,0,2.87,0.78,2.75,0,2.89,14.13,43.29,10.97,9.6,9.87,3697.64,Large Value,,69965.13,BB
Franklin Mutual Beacon R6,FMBRX,4,2.99,Global Equity Large Cap,20.54,2.54,9.8,8.21,No,No,No,No,0,2.87,0.78,2.75,0,2.89,15.14,44.83,12.15,10.79,11.04,3697.64,Large Value,,69965.13,BB
Franklin Mutual Beacon Z,BEGRX,4,2.93,Global Equity Large Cap,20.54,2.54,9.8,8.21,No,No,No,No,0,2.87,0.78,2.75,0,2.89,15.01,44.66,12.08,10.71,10.97,3697.64,Large Value,,69965.13,BB
Franklin Mutual U.S. Value R6,FBSIX,3,3.11,US Equity Mid Cap,23.73,5.62,9.69,7.18,No,No,No,No,0,0,8.6,0,4.12,0,25.99,51.74,11.8,11.68,10.45,913.1,Mid Value,,33562.66,BB
Franklin Real Estate Securities A,FREEX,3,0.5,Real Estate Sector Equity,14.3,3.85,4.14,4.74,No,No,No,No,0,0,2.94,0,0,0,30,43,15.36,9.65,10.08,489.5,Mid Core,,23860.84,BB
Franklin Real Estate Securities Adv,FRLAX,3,0.61,Real Estate Sector Equity,14.3,3.85,4.14,4.74,No,No,No,No,0,0,2.94,0,0,0,30.32,43.37,15.65,9.93,10.37,489.5,Mid Core,,23860.84,BB
Franklin Real Estate Securities C,FRRSX,3,0.17,Real Estate Sector Equity,14.3,3.85,4.14,4.74,No,No,No,No,0,0,2.94,0,0,0,29.19,41.91,14.48,8.83,9.26,489.5,Mid Core,,23860.84,BB
Franklin Real Estate Securities R6,FSERX,3,0.69,Real Estate Sector Equity,14.3,3.85,4.14,4.74,No,No,No,No,0,0,2.94,0,0,0,30.55,43.64,15.84,10.15,10.51,489.5,Mid Core,,23860.84,BB
Franklin S&P 500 Index A,SBSPX,3,0.87,US Equity Large Cap Blend,21.5,3.72,10.15,7.63,No,No,No,No,0,0.16,6.73,0.8,1.24,0.63,23.43,42.13,20.79,18.25,15.56,376.42,Large Core,,201716.56,BB
Franklin S&P 500 Index D,SBSDX,3,1,US Equity Large Cap Blend,21.5,3.72,10.15,7.63,No,No,No,No,0,0.16,6.73,0.8,1.24,0.63,23.62,42.38,21.03,18.49,15.78,376.42,Large Core,,201716.56,BB
Franklin Small-Mid Cap Growth A,FRSGX,4,0,US Equity Mid Cap,21.86,2.99,9.67,6.23,No,No,No,No,0,0,0,0,0,0,17.13,37.38,30.92,23.4,16.44,6287.42,Mid Growth,,20367.96,BB
Franklin Small-Mid Cap Growth Adv,FSGAX,4,0,US Equity Mid Cap,21.86,2.99,9.67,6.23,No,No,No,No,0,0,0,0,0,0,17.36,37.7,31.23,23.71,16.73,6287.42,Mid Growth,,20367.96,BB
Franklin Small-Mid Cap Growth C,FRSIX,4,0,US Equity Mid Cap,21.86,2.99,9.67,6.23,No,No,No,No,0,0,0,0,0,0,16.41,36.34,29.98,22.49,15.57,6287.42,Mid Growth,,20367.96,BB
Franklin Small-Mid Cap Growth R,FSMRX,4,0,US Equity Mid Cap,21.86,2.99,9.67,6.23,No,No,No,No,0,0,0,0,0,0,16.87,37.03,30.61,23.1,16.15,6287.42,Mid Growth,,20367.96,BB
Franklin Small-Mid Cap Growth R6,FMGGX,4,0,US Equity Mid Cap,21.86,2.99,9.67,6.23,No,No,No,No,0,0,0,0,0,0,17.46,37.85,31.4,23.91,16.87,6287.42,Mid Growth,,20367.96,BB
Franklin Strategic Real Return Fund IS,LRRSX,4,1.27,Moderate Allocation,20.73,4.46,8.14,6.67,No,No,No,No,0,0.01,3.72,0.22,0.53,0.37,15.48,31.17,9.91,7.75,3.31,113.7,Large Core,,58793.86,BB
Franklin U.S. Large Cap Equity FI,LMUSX,3,0.56,US Equity Large Cap Blend,21.58,3.56,9.56,7.25,No,No,No,No,0,0,5.92,0,2.34,0,27.21,48.68,19.27,17.7,14.93,198.57,Large Core,,99125.13,BB
Franklin U.S. Large Cap Equity I,LMTIX,3,0.8,US Equity Large Cap Blend,21.58,3.56,9.56,7.25,No,No,No,No,0,0,5.92,0,2.34,0,27.16,48.68,19.52,17.94,15.2,198.57,Large Core,,99125.13,BB
Franklin U.S. Large Cap Equity IS,LMISX,3,0.87,US Equity Large Cap Blend,21.58,3.56,9.56,7.25,No,No,No,No,0,0,5.92,0,2.34,0,27.3,48.83,19.61,17.99,15.23,198.57,Large Core,,99125.13,BB
Franklin Utilities A,FKUQX,3,2.29,Utilities Sector Equity,29.12,13.23,8.74,5.51,No,No,No,No,0,0,88.87,0,49.73,0,9.37,11.8,10.56,8.89,10.09,6358.34,Mid Value,,29592.37,BB
Franklin Utilities A1,FKUTX,3,2.38,Utilities Sector Equity,29.12,13.23,8.74,5.51,No,No,No,No,0,0,88.87,0,49.73,0,9.5,11.91,10.68,9,10.2,6358.34,Mid Value,,29592.37,BB
Franklin Utilities Adv,FRUAX,3,2.49,Utilities Sector Equity,29.12,13.23,8.74,5.51,No,No,No,No,0,0,88.87,0,49.73,0,9.64,12.07,10.84,9.16,10.37,6358.34,Mid Value,,29592.37,BB
Franklin Utilities C,FRUSX,3,1.94,Utilities Sector Equity,29.12,13.23,8.74,5.51,No,No,No,No,0,0,88.87,0,49.73,0,9.05,11.37,10.12,8.46,9.66,6358.34,Mid Value,,29592.37,BB
Franklin Utilities R,FRURX,3,2.07,Utilities Sector Equity,29.12,13.23,8.74,5.51,No,No,No,No,0,0,88.87,0,49.73,0,9.1,11.46,10.29,8.62,9.82,6358.34,Mid Value,,29592.37,BB
Franklin Utilities R6,FUFRX,3,2.57,Utilities Sector Equity,29.12,13.23,8.74,5.51,No,No,No,No,0,0,88.87,0,49.73,0,9.65,12.16,10.93,9.26,10.43,6358.34,Mid Value,,29592.37,BB
Frontier MFG Core Infrastructure Instl,FMGIX,3,2.7,Infrastructure Sector Equity,22.63,8.88,7.32,5.17,No,No,No,No,0,0,50.86,0,27.18,0,9.15,17.34,11.04,8.48,10.43,909.56,Large Value,,21434.65,BB
Frontier MFG Core Infrastructure Service,FCIVX,3,2.6,Infrastructure Sector Equity,22.63,8.88,7.32,5.17,No,No,No,No,0,0,50.86,0,27.18,0,9.05,17.18,10.93,8.4,10.43,909.56,Large Value,,21434.65,BB
Frost Growth Equity Inst,FICEX,4,0.05,US Equity Large Cap Growth,19.88,2.18,10.11,7.59,No,No,No,No,0,0,0.96,0,0,0,23.18,37.73,27.32,24.28,17.69,483.95,Large Growth,,459805.86,BB
Frost Growth Equity Investor,FACEX,4,0,US Equity Large Cap Growth,19.88,2.18,10.11,7.59,No,No,No,No,0,0,0.96,0,0,0,22.9,37.43,27,23.97,17.4,483.95,Large Growth,,459805.86,BB
Fulcrum Diversified Abslt Ret Instl,FARIX,4,4.05,Global Macro,21.76,4.11,9.87,7.51,No,No,No,No,0,0.26,3.25,0.24,0.46,0.33,4.36,7.16,6.74,4.54,17.4,90.73,Large Core,,121316.26,BB
Fulcrum Diversified Abslt Ret Spr Instl,FARYX,4,4.08,Global Macro,21.76,4.11,9.87,7.51,No,No,No,No,0,0.26,3.25,0.24,0.46,0.33,4.35,7.19,6.83,4.57,17.4,90.73,Large Core,,121316.26,BB
Fuller & Thaler Behav Md-Cp Val Instl,FTVSX,3,0.33,US Equity Mid Cap,23.04,6.42,8.62,6.8,No,No,No,No,0,0,12.04,2.6,2.21,0,27.94,58.2,17.43,4.57,17.4,220.91,Mid Value,,15585.79,BB
Fuller & Thaler Behav Md-Cp Val Investor,FTVNX,3,0.11,US Equity Mid Cap,23.04,6.42,8.62,6.8,No,No,No,No,0,0,12.04,2.6,2.21,0,27.66,57.81,17.14,4.57,17.4,220.91,Mid Value,,15585.79,BB
Fuller & Thaler Behav Md-Cp Val R6,FTVZX,3,0.4,US Equity Mid Cap,23.04,6.42,8.62,6.8,No,No,No,No,0,0,12.04,2.6,2.21,0,28.06,58.4,17.55,4.57,17.4,220.91,Mid Value,,15585.79,BB
Fuller & Thaler Behavioral Sm-Cp Eq A,FTHAX,5,0.21,US Equity Small Cap,23.3,1.38,3.82,3.25,No,No,No,No,0,0,2.23,0,1.12,0,25.64,53.37,17.58,15.77,15.02,5812.84,Small Value,,4539.69,BB
Fuller & Thaler Behavioral Sm-Cp Eq C,FTYCX,5,0,US Equity Small Cap,23.3,1.38,3.82,3.25,No,No,No,No,0,0,2.23,0,1.12,0,25.02,52.45,16.85,15,14.21,5812.84,Small Value,,4539.69,BB
Fuller & Thaler Behavioral Sm-Cp Eq Inst,FTHSX,5,0.27,US Equity Small Cap,23.3,1.38,3.82,3.25,No,No,No,No,0,0,2.23,0,1.12,0,25.97,53.8,17.84,16,15.2,5812.84,Small Value,,4539.69,BB
Fuller & Thaler Behavioral Sm-Cp Eq Inv,FTHNX,5,0.09,US Equity Small Cap,23.3,1.38,3.82,3.25,No,No,No,No,0,0,2.23,0,1.12,0,25.66,53.35,17.51,15.71,14.95,5812.84,Small Value,,4539.69,BB
Fuller & Thaler Behavioral Sm-Cp Eq R6,FTHFX,5,0.33,US Equity Small Cap,23.3,1.38,3.82,3.25,No,No,No,No,0,0,2.23,0,1.12,0,26.06,53.94,17.96,16.11,15.33,5812.84,Small Value,,4539.69,BB
Fuller & Thaler Behavioral Sm-Cp Gr A,FTXAX,4,0,US Equity Small Cap,25.98,0.94,2.09,1.21,No,No,No,No,0,0,0,0,0,0,30.61,64.66,27.43,16.11,15.33,128.94,Small Growth,,4845.36,BB
Fuller & Thaler Behavioral Sm-Cp Gr C,FTXCX,4,0,US Equity Small Cap,25.98,0.94,2.09,1.21,No,No,No,No,0,0,0,0,0,0,30.05,63.91,26.79,16.11,15.33,128.94,Small Growth,,4845.36,BB
Fuller & Thaler Behavioral Sm-Cp Gr Inv,FTXNX,4,0,US Equity Small Cap,25.98,0.94,2.09,1.21,No,No,No,No,0,0,0,0,0,0,30.66,64.8,27.48,16.11,15.33,128.94,Small Growth,,4845.36,BB
Fuller & Thaler Behavioral Sm-Cp Gr R6,FTXFX,4,0,US Equity Small Cap,25.98,0.94,2.09,1.21,No,No,No,No,0,0,0,0,0,0,31.03,65.35,27.92,16.11,15.33,128.94,Small Growth,,4845.36,BB
Fuller & Thaler Behavioral Sm-Cp GrInstl,FTXSX,4,0,US Equity Small Cap,25.98,0.94,2.09,1.21,No,No,No,No,0,0,0,0,0,0,30.94,65.23,27.81,16.11,15.33,128.94,Small Growth,,4845.36,BB
Gabelli ABC AAA,GABCX,4,0.41,Market Neutral,27,3.98,5.99,4.14,No,No,No,No,0,0.58,2.3,0.71,1.61,0.09,3.63,6.22,3.61,3.08,2.97,691.18,Mid Value,,7746.71,BB
Gabelli Entpr Mergers & Acquisitions A,EMAAX,3,0,Market Neutral,24.83,2.7,5.05,3.77,No,No,No,No,0,0.06,5.21,1.97,4.03,0.87,8.53,19.1,6.18,5.65,5.21,93.8,Small Core,,4143.64,BB
Gabelli Entpr Mergers & Acquisitions AAA,EAAAX,3,0,Market Neutral,24.83,2.7,5.05,3.77,No,No,No,No,0,0.06,5.21,1.97,4.03,0.87,8.5,19.09,6.29,5.83,5.41,93.8,Small Core,,4143.64,BB
Gabelli Entpr Mergers & Acquisitions C,EMACX,3,0,Market Neutral,24.83,2.7,5.05,3.77,No,No,No,No,0,0.06,5.21,1.97,4.03,0.87,7.86,18.21,5.54,5.04,4.61,93.8,Small Core,,4143.64,BB
Gabelli Entpr Mergers & Acquisitions Y,EMAYX,3,0.22,Market Neutral,24.83,2.7,5.05,3.77,No,No,No,No,0,0.06,5.21,1.97,4.03,0.87,9.09,19.87,6.74,6.17,5.71,93.8,Small Core,,4143.64,BB
Gabelli Global Growth A,GGGAX,5,0.16,Global Equity Large Cap,19.24,2.72,8.61,7.4,No,No,No,No,0,2.35,0,0,0,0,21,35.27,26.66,22.12,15.81,242.77,Large Growth,,202215.11,BB
Gabelli Global Growth AAA,GICPX,5,0.16,Global Equity Large Cap,19.24,2.72,8.61,7.4,No,No,No,No,0,2.35,0,0,0,0,20.98,35.28,26.66,22.12,15.81,242.77,Large Growth,,202215.11,BB
Gabelli Global Growth C,GGGCX,5,0.19,Global Equity Large Cap,19.24,2.72,8.61,7.4,No,No,No,No,0,2.35,0,0,0,0,20.99,35.26,26.33,21.56,15.11,242.77,Large Growth,,202215.11,BB
Gabelli Global Growth I,GGGIX,5,0.16,Global Equity Large Cap,19.24,2.72,8.61,7.4,No,No,No,No,0,2.35,0,0,0,0,20.98,35.26,26.78,22.47,16.23,242.77,Large Growth,,202215.11,BB
Gabelli Global Rising Income and Div A,GAGAX,3,0.58,Moderate Allocation,21.99,4.14,7.06,5.5,No,No,No,No,0,9.79,6.7,1.12,0,1.78,16.8,42.17,11.91,9.83,6.87,64.24,Large Core,,19874.34,BB
Gabelli Global Rising Income and Div AAA,GAGCX,3,0.58,Moderate Allocation,21.99,4.14,7.06,5.5,No,No,No,No,0,9.79,6.7,1.12,0,1.78,16.8,42.17,11.91,9.82,6.87,64.24,Large Core,,19874.34,BB
Gabelli Global Rising Income and Div C,GACCX,3,0.69,Moderate Allocation,21.99,4.14,7.06,5.5,No,No,No,No,0,9.79,6.7,1.12,0,1.78,16.83,42.17,11.61,9.32,5.89,64.24,Large Core,,19874.34,BB
Gabelli Global Rising Income and Div I,GAGIX,3,0.58,Moderate Allocation,21.99,4.14,7.06,5.5,No,No,No,No,0,9.79,6.7,1.12,0,1.78,16.84,42.16,12.21,10.28,7.23,64.24,Large Core,,19874.34,BB
Gabelli Gold A,GLDAX,3,1.9,Precious Metals Sector Equity,31.14,12.51,10.27,5.95,No,No,No,No,0,0,6.94,0,0,0,-9.77,-13.1,21.41,4.69,-2.78,400.56,Mid Growth,,5771.54,BB
Gabelli Gold AAA,GOLDX,3,1.88,Precious Metals Sector Equity,31.14,12.51,10.27,5.95,No,No,No,No,0,0,6.94,0,0,0,-9.79,-13.15,21.41,4.66,-2.81,400.56,Mid Growth,,5771.54,BB
Gabelli Gold C,GLDCX,3,1.44,Precious Metals Sector Equity,31.14,12.51,10.27,5.95,No,No,No,No,0,0,6.94,0,0,0,-10.37,-13.79,20.51,3.89,-3.53,400.56,Mid Growth,,5771.54,BB
Gabelli Gold I,GLDIX,3,2.11,Precious Metals Sector Equity,31.14,12.51,10.27,5.95,No,No,No,No,0,0,6.94,0,0,0,-9.6,-12.93,21.73,4.94,-2.56,400.56,Mid Growth,,5771.54,BB
Gabelli Growth A,GGCAX,4,0,US Equity Large Cap Growth,19.64,2.33,9.23,7.67,No,No,No,No,0,0,0,0,0,0,20.66,36.78,27.45,24.69,18.53,1199.16,Large Growth,,353656.87,BB
Gabelli Growth AAA,GABGX,4,0,US Equity Large Cap Growth,19.64,2.33,9.23,7.67,No,No,No,No,0,0,0,0,0,0,20.65,36.77,27.46,24.69,18.53,1199.16,Large Growth,,353656.87,BB
Gabelli Growth C,GGCCX,4,0,US Equity Large Cap Growth,19.64,2.33,9.23,7.67,No,No,No,No,0,0,0,0,0,0,19.9,35.75,26.51,23.76,17.64,1199.16,Large Growth,,353656.87,BB
Gabelli Growth I,GGCIX,4,0,US Equity Large Cap Growth,19.64,2.33,9.23,7.67,No,No,No,No,0,0,0,0,0,0,20.91,37.12,27.79,25,18.82,1199.16,Large Growth,,353656.87,BB
Gabelli International Growth I,GIIGX,3,0.69,Global Equity Large Cap,20.5,4.34,8.53,6.97,No,No,No,No,0,11.3,2.36,3.09,0,0,6.99,23.09,15.87,12.45,8.1,28.77,Large Growth,,68821.11,BB
Gabelli Small Cap Growth A,GCASX,3,0,US Equity Small Cap,27.18,3.05,5.01,3.35,No,No,No,No,0,1.44,1.84,3.52,0.22,0.44,20.67,48.34,15.21,13.04,12.22,2063.04,Small Core,,4073.88,BB
Gabelli Small Cap Growth AAA,GABSX,3,0,US Equity Small Cap,27.18,3.05,5.01,3.35,No,No,No,No,0,1.44,1.84,3.52,0.22,0.44,20.7,48.38,15.22,13.04,12.22,2063.04,Small Core,,4073.88,BB
Gabelli Small Cap Growth C,GCCSX,3,0,US Equity Small Cap,27.18,3.05,5.01,3.35,No,No,No,No,0,1.44,1.84,3.52,0.22,0.44,19.94,47.26,14.36,12.19,11.38,2063.04,Small Core,,4073.88,BB
Gabelli Small Cap Growth I,GACIX,3,0,US Equity Small Cap,27.18,3.05,5.01,3.35,No,No,No,No,0,1.44,1.84,3.52,0.22,0.44,20.93,48.71,15.51,13.32,12.5,2063.04,Small Core,,4073.88,BB
Gateway Equity Call Premium A,GCPAX,3,0.36,Options Trading,21.59,3.72,10.1,7.69,No,No,No,No,0,0,6.72,0.53,1.73,0.98,16.8,28.96,11.81,9.84,12.5,102.07,Large Core,,201490.01,BB
Gateway Equity Call Premium C,GCPCX,3,0.01,Options Trading,21.59,3.72,10.1,7.69,No,No,No,No,0,0,6.72,0.53,1.73,0.98,16.13,28.06,10.99,9.04,12.5,102.07,Large Core,,201490.01,BB
Gateway Equity Call Premium N,GCPNX,3,0.63,Options Trading,21.59,3.72,10.1,7.69,No,No,No,No,0,0,6.72,0.53,1.73,0.98,17.07,29.29,12.12,10.17,12.5,102.07,Large Core,,201490.01,BB
Gateway Equity Call Premium Y,GCPYX,3,0.59,Options Trading,21.59,3.72,10.1,7.69,No,No,No,No,0,0,6.72,0.53,1.73,0.98,17.02,29.21,12.08,10.14,12.5,102.07,Large Core,,201490.01,BB
George Putnam Balanced A,PGEOX,3,0.58,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,13.4,24.54,16.11,13.18,11.03,2018.89,Large Core,Medium Moderate,192620.83,A
George Putnam Balanced B,PGEBX,3,0.02,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,12.69,23.61,15.25,12.34,10.2,2018.89,Large Core,Medium Moderate,192620.83,A
George Putnam Balanced C,PGPCX,3,0.03,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,12.7,23.61,15.25,12.34,10.2,2018.89,Large Core,Medium Moderate,192620.83,A
George Putnam Balanced M,PGEMX,3,0.16,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,12.93,23.89,15.53,12.62,10.48,2018.89,Large Core,Medium Moderate,192620.83,A
George Putnam Balanced R,PGPRX,3,0.38,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,13.11,24.21,15.82,12.9,10.75,2018.89,Large Core,Medium Moderate,192620.83,A
George Putnam Balanced R5,PGELX,3,0.56,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,13.6,24.82,16.42,13.5,11.27,2018.89,Large Core,Medium Moderate,192620.83,A
George Putnam Balanced R6,PGEJX,3,0.87,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,13.7,24.97,16.52,13.58,11.34,2018.89,Large Core,Medium Moderate,192620.83,A
George Putnam Balanced Y,PGEYX,3,0.8,Moderate Allocation,22.4,3.57,10.5,7.42,No,No,No,No,0,0.44,5.21,2.01,1.62,0.27,13.59,24.82,16.4,13.47,11.31,2018.89,Large Core,Medium Moderate,192620.83,A
Glenmede Equity Income,GEQIX,3,1.45,US Equity Large Cap Value,22.15,4.89,10.08,7.18,No,No,No,No,0,0,8.16,2.19,3.14,0,20.63,36.12,15.86,13.47,11.31,22.81,Large Value,,78017.63,A
Glenmede Global Secured Options,NOVIX,3,0,Options Trading,26.39,6.11,10.02,9.19,No,No,No,No,0,0.08,0.16,0.01,0.1,0.04,12.35,21.59,9.3,7.54,11.31,17.53,Large Core,,44329.42,A
Glenmede Quant International Equity,GTCIX,4,2.27,Global Equity Large Cap,20.1,4.29,8.19,7.62,No,No,No,No,0,3.11,5.07,0.49,0,4.06,10.89,31.96,8.41,6.58,4.76,40.35,Large Value,,30494.89,A
Glenmede Quant US Large Cap Gr Eq,GTLLX,5,0.12,US Equity Large Cap Growth,17.49,2.76,8.51,6.22,No,No,No,No,0,0,0,0.54,0,1.22,27.44,46.17,24.23,20.97,17.84,2417.12,Large Core,,83517.49,A
Glenmede Quant US Large Cap Gr Eq Instl,GTILX,5,0.28,US Equity Large Cap Growth,17.49,2.76,8.51,6.22,No,No,No,No,0,0,0,0.54,0,1.22,27.67,46.47,24.48,21.21,17.98,2417.12,Large Core,,83517.49,A
Glenmede Quant US Small Cap Equity,GQSCX,3,0.49,US Equity Small Cap,26.44,0.92,0.68,0.51,No,No,No,No,0,0,3.33,1.21,0,0.79,27.16,58.45,14.47,21.21,17.98,1.66,Small Value,,1913.09,A
Glenmede Quant US Total Market Equity,GTTMX,4,0.11,US Equity Mid Cap,22.55,3.57,7.29,5.97,No,No,No,No,0,0,6.29,0,0,0,34.41,66.37,16.45,16.01,14.06,37.52,Mid Value,,14274.41,A
Glenmede Secured Options,GTSOX,3,0,Options Trading,21.5,3.72,10.15,7.63,No,No,No,No,0,0.03,0.34,0.13,0.2,0.1,15.5,27.08,9.96,8.01,8.37,433.2,Large Core,,203183.41,A
Glenmede Secured Options Institutional,GLSOX,3,0,Options Trading,21.5,3.72,10.15,7.63,No,No,No,No,0,0.03,0.34,0.13,0.2,0.1,15.75,27.36,10.22,8.23,8.48,433.2,Large Core,,203183.41,A
Glenmede Small Cap Equity Instl,GTSCX,3,0.21,US Equity Small Cap,26.96,1.29,2.09,2.04,No,No,No,No,0,0,6.46,0,1.82,0,24.56,60.04,15.47,14.47,13.2,1550.97,Small Value,,3794.48,A
Glenmede Strategic Equity,GTCEX,3,0.35,US Equity Large Cap Blend,21.64,3.09,10.65,7.9,No,No,No,No,0,0,2.02,2.76,0,0,21.77,42.56,17.67,16.97,14.55,274.52,Large Core,,142714.06,A
Glenmede Women in Leadership US Eq,GWILX,4,0.93,US Equity Large Cap Blend,19.73,3.32,9.58,6.83,Yes,No,Yes,No,0,0,4.28,1.07,1.1,0,21.84,43.94,15.62,14.66,14.55,28.45,Large Value,,48287.17,A
GMO Emerging Country Debt III,GMCDX,4,6.93,Emerging Markets Fixed Income,35.2,5.75,3.45,2.86,No,No,No,No,0,0,16.37,0,2.8,0,-0.22,8.27,7.19,4.75,7.02,2931.94,,,48287.17,A
GMO Emerging Country Debt IV,GMDFX,4,6.99,Emerging Markets Fixed Income,35.2,5.75,3.45,2.86,No,No,No,No,0,0,16.37,0,2.8,0,-0.15,8.35,7.26,4.81,7.08,2931.94,,,48287.17,A
GMO Emerging Country Debt VI,GMOQX,4,6.99,Emerging Markets Fixed Income,35.2,5.75,3.45,2.86,No,No,No,No,0,0,16.37,0,2.8,0,-0.18,8.31,7.2,4.76,7.02,2931.94,,,48287.17,A
GMO Emerging Domestic Opportunities I,GEDBX,4,6.99,Global Emerging Markets Equity,24.51,3.54,9.18,8.39,No,No,No,No,0,1.52,1.68,0,0.05,0.03,-3.12,9.66,11.4,6.85,5.83,841.25,Large Core,,58658.51,A
GMO Emerging Domestic Opportunities II,GEDTX,4,0.87,Global Emerging Markets Equity,24.51,3.54,9.18,8.39,No,No,No,No,0,1.52,1.68,0,0.05,0.03,-3.09,9.69,11.41,6.85,5.83,841.25,Large Core,,58658.51,A
GMO Global Asset Allocation I,GMOOX,3,0.87,Cautious Allocation,23.56,4.08,8.22,6.81,No,No,No,No,0,0.5,7.34,0.41,1.3,1.14,5.1,16.86,8.84,7.11,5.96,661.79,Large Value,,24130.04,A
GMO Global Asset Allocation III,GMWAX,3,4.02,Cautious Allocation,23.56,4.08,8.22,6.81,No,No,No,No,0,0.5,7.34,0.41,1.3,1.14,5.86,17.7,9.1,7.26,6.04,661.79,Large Value,,24130.04,A
GMO Global Asset Allocation R6,GMWRX,3,3.32,Cautious Allocation,23.56,4.08,8.22,6.81,No,No,No,No,0,0.5,7.34,0.41,1.3,1.14,5.07,16.82,8.83,7.1,5.96,661.79,Large Value,,24130.04,A
GMO Multi-Sector Fixed Income III,GUGAX,3,4.47,US Fixed Income,22.72,3.72,10.26,6.79,No,No,No,No,0,0.28,7.9,0.21,0.92,0.17,-3.27,-1.95,5.62,3.55,4.07,174.86,Large Core,,185372.41,A
GMO Multi-Sector Fixed Income IV,GPBFX,3,4.46,US Fixed Income,22.72,3.72,10.26,6.79,No,No,No,No,0,0.28,7.9,0.21,0.92,0.17,-3.21,-1.89,5.68,3.6,4.14,174.86,Large Core,,185372.41,A
